name,status,beginDate,endDate,stationTriplet,latitude,longitude,elevation,countyName,huc
Kiln,Complete,1979-10-01 00:00,2100-01-01 00:00,556:CO:SNTL,39.31720,-106.61501,9610.00,Pitkin,140100040504
King Mountain,Complete,1979-10-01 00:00,2100-01-01 00:00,558:OR:SNTL,42.72395,-123.20037,4330.00,Jackson,171003020701
Klondike Narrows,Complete,2009-10-01 00:00,2100-01-01 00:00,1115:UT:SNTL,41.96769,-111.59713,7280.00,Cache,160102030302
Lake Eldora,Complete,1978-10-01 00:00,2100-01-01 00:00,564:CO:SNTL,39.93659,-105.59031,9700.00,Boulder,101900050402
Lake Irene,Complete,1978-10-01 00:00,2100-01-01 00:00,565:CO:SNTL,40.41446,-105.81941,10680.00,Grand,140100010302
Lakefork #3,Complete,2009-10-01 00:00,2100-01-01 00:00,1116:UT:SNTL,40.55020,-110.35290,8430.00,Duchesne,140600030705
Lamance Creek,Complete,1980-10-01 00:00,2100-01-01 00:00,569:NV:SNTL,41.51542,-117.63197,6390.00,Humboldt,160401090603
Lamoille #3,Complete,1980-10-01 00:00,2100-01-01 00:00,570:NV:SNTL,40.64480,-115.38120,8030.00,Elko,160401010607
Laprele Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,571:WY:SNTL,42.43566,-105.86051,8370.00,Converse,101800071201
Lasal Mountain,Complete,1980-08-08 00:00,2100-01-01 00:00,572:UT:SNTL,38.48226,-109.27198,9580.00,San Juan,140300050404
Lasal Mountain-Lower,Complete,2012-10-01 00:00,2100-01-01 00:00,1215:UT:SNTL,38.48167,-109.29164,8780.00,San Juan,140300050404
Leavitt Lake,Complete,1989-10-01 00:00,2100-01-01 00:00,574:CA:SNTL,38.27594,-119.61281,9600.00,Mono,160503020104
Leavitt Meadows,Complete,1980-10-01 00:00,2100-01-01 00:00,575:CA:SNTL,38.30367,-119.55111,7200.00,Mono,160503020104
Lewis Peak,Complete,2000-10-01 00:00,2100-01-01 00:00,1006:NV:SNTL,40.35720,-116.86470,7380.00,Lander,160401070903
Lightning Ridge,Complete,2004-10-01 00:00,2100-01-01 00:00,1056:UT:SNTL,41.35891,-111.48749,8200.00,Weber,160201020201
Lily Lake,Complete,1980-06-12 00:00,2100-01-01 00:00,579:UT:SNTL,40.86493,-110.79813,9130.00,Summit,160101010103
Lily Pond,Complete,1979-10-01 00:00,2100-01-01 00:00,580:CO:SNTL,37.38028,-106.54823,11060.00,Conejos,130100020302
Little Bear,Complete,1978-10-01 00:00,2100-01-01 00:00,582:UT:SNTL,41.40562,-111.82607,6540.00,Cache,160102030103
Little Chena Ridge,Complete,1980-10-01 00:00,2100-01-01 00:00,947:AK:SNTL,65.12422,-146.73390,2150.00,Fairbanks North Star,190803060706
Little Snake River,Complete,2004-07-27 00:00,2100-01-01 00:00,1047:WY:SNTL,41.07051,-106.94284,8930.00,Carbon,140500030103
Little Valley,Complete,2013-10-01 00:00,2100-01-01 00:00,1242:NV:SNTL,39.25259,-119.87710,6500.00,Washoe,160501020301
Lizard Head Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,586:CO:SNTL,37.79895,-107.92475,10190.00,Dolores,140300020201
Lobdell Lake,Complete,1978-10-01 00:00,2100-01-01 00:00,587:CA:SNTL,38.43745,-119.36572,9260.00,Mono,160503020201
Lolo Pass,Complete,1982-10-01 00:00,2100-01-01 00:00,588:ID:SNTL,46.63448,-114.58072,5280.00,Idaho,170102051401
Lone Cone,Complete,1979-10-01 00:00,2100-01-01 00:00,589:CO:SNTL,37.89169,-108.19636,9730.00,San Miguel,140300030302
Lone Mountain,Complete,1988-10-01 00:00,2100-01-01 00:00,590:MT:SNTL,45.27412,-111.42692,8810.00,Madison,100200080201
Lone Pine,Complete,1978-10-01 00:00,2100-01-01 00:00,591:WA:SNTL,46.27143,-121.96288,3940.00,Skamania,170800020203
Long Draw Resv,Complete,2008-10-16 00:00,2100-01-01 00:00,1123:CO:SNTL,40.51154,-105.76540,9990.00,Larimer,101900070203
Long Lake,Complete,1966-10-01 00:00,2100-01-01 00:00,1001:AK:SNTL,58.18600,-133.83217,840.00,Juneau,190102060505
Long Valley,Complete,2001-10-01 00:00,2100-01-01 00:00,1016:ID:SNTL,44.78835,-116.08878,4890.00,Valley,170501230206
Look Eyrie,Complete,2019-08-08 00:00,2100-01-01 00:00,768:AK:SNTL,63.32192,-145.59655,5040.00,Southeast Fairbanks,190803040504
Lookout Mountain,Complete,1978-10-01 00:00,2100-01-01 00:00,595:NM:SNTL,33.36089,-107.83203,8510.00,Sierra,150400010402
Lookout Peak,Complete,1988-06-23 00:00,2100-01-01 00:00,596:UT:SNTL,40.83731,-111.70965,8150.00,Salt Lake,160202040302
Lost Creek Resv,Complete,2010-10-01 00:00,2100-01-01 00:00,1118:UT:SNTL,41.22155,-111.35947,6070.00,Morgan,160201010603
Lost Dog,Complete,1998-08-01 00:00,2100-01-01 00:00,940:CO:SNTL,40.81557,-106.74833,9340.00,Routt,140500010203
Louis Meadow,Complete,1999-10-01 00:00,2100-01-01 00:00,972:UT:SNTL,40.83033,-111.76457,6750.00,Salt Lake,160202040304
Loveland Basin,Complete,1991-10-01 00:00,2100-01-01 00:00,602:CO:SNTL,39.67428,-105.90264,11410.00,Clear Creek,101900040102
Lower Kachemak Creek,Complete,2015-06-19 11:00,2100-01-01 00:00,1265:AK:SNTL,59.73516,-150.69429,1960.00,Kenai Peninsula,190203011101
Lubrecht Flume,Complete,1970-10-01 00:00,2100-01-01 00:00,604:MT:SNTL,46.88293,-113.32228,4690.00,Missoula,170102031204
Lynx Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,607:CO:SNTL,40.07832,-106.67095,8910.00,Routt,140100011001
Madison Plateau,Complete,1967-10-01 00:00,2100-01-01 00:00,609:MT:SNTL,44.58623,-111.11627,7710.00,Gallatin,100200070204
Magic Mountain,Complete,1979-10-01 00:00,2100-01-01 00:00,610:ID:SNTL,42.18071,-114.28665,6940.00,Twin Falls,170402120601
Mammoth-Cottonwood,Complete,1978-10-01 00:00,2100-01-01 00:00,612:UT:SNTL,39.68338,-111.31818,8710.00,Sanpete,160300040203
Mancos,Complete,1994-08-30 00:00,2100-01-01 00:00,905:CO:SNTL,37.43109,-108.17005,10020.00,Montezuma,140801070102
Many Glacier,Complete,1976-10-01 00:00,2100-01-01 00:00,613:MT:SNTL,48.79698,-113.67050,4930.00,Glacier,090400010201
Marlette Lake,Complete,1978-10-01 00:00,2100-01-01 00:00,615:NV:SNTL,39.16395,-119.89672,7860.00,Carson City,160501010201
Marquette,Complete,1979-10-01 00:00,2100-01-01 00:00,616:WY:SNTL,44.30160,-109.24019,8800.00,Park,100800130303
Maverick Fork,Complete,1953-10-01 00:00,2100-01-01 00:00,617:AZ:SNTL,33.92123,-109.45872,9210.00,Apache,150601010104
May Creek,Complete,2006-10-01 00:00,2100-01-01 00:00,1096:AK:SNTL,61.34918,-142.69355,1550.00,Valdez-Cordova,190201031603
Mc Clure Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,618:CO:SNTL,39.12899,-107.28834,8760.00,Gunnison,140200040203
Mccoy Park,Complete,2002-10-01 00:00,2100-01-01 00:00,1040:CO:SNTL,39.60231,-106.54400,9500.00,Eagle,140100030302
McGrath,Complete,2019-08-13 00:00,2100-01-01 00:00,785:AK:SNTL,62.94652,-155.61020,340.00,Yukon-Koyukuk,190304050502
Mcknight Cabin,Complete,2003-09-25 00:00,2100-01-01 00:00,1048:NM:SNTL,33.00796,-107.86982,9230.00,Grant,130302020103
Mcneil River SGS,Complete,2012-06-27 13:00,2100-01-01 00:00,1191:AK:SNTL,59.08358,-154.27785,110.00,Kenai Peninsula,190206021207
Meadow Lake,Complete,1979-10-01 00:00,2100-01-01 00:00,620:ID:SNTL,44.43655,-113.31815,9190.00,Lemhi,170602040101
Med Bow,Complete,2012-08-15 00:00,2100-01-01 00:00,1196:WY:SNTL,41.37833,-106.34697,10500.00,Carbon,101800040302
Medano Pass,Complete,1995-10-01 00:00,2100-01-01 00:00,914:CO:SNTL,37.85192,-105.43666,9650.00,Saguache,130100030604
Merritt Mountain,Complete,2011-12-23 00:00,2100-01-01 00:00,1207:NV:SNTL,41.89270,-115.85800,6920.00,Elko,170501020601
Mesa Lakes,Complete,1985-10-01 00:00,2100-01-01 00:00,622:CO:SNTL,39.05738,-108.05756,10160.00,Mesa,140100051307
Mica Creek,Complete,1989-10-01 00:00,2100-01-01 00:00,623:ID:SNTL,47.15045,-116.26643,4480.00,Shoshone,170103040604
Michigan Creek,Complete,1998-08-10 00:00,2100-01-01 00:00,937:CO:SNTL,39.43579,-105.91072,10700.00,Park,101900010404
Midas,Complete,2011-12-23 00:00,2100-01-01 00:00,1206:NV:SNTL,41.26873,-116.80332,6630.00,Elko,160401060402
Middle Creek,Complete,1979-10-01 00:00,2100-01-01 00:00,624:CO:SNTL,37.61779,-107.03932,11260.00,Mineral,130100010501
Middle Fork Camp,Complete,2001-09-19 00:00,2100-01-01 00:00,1014:CO:SNTL,39.79565,-106.02802,8960.00,Grand,140100010402
Midway Valley,Complete,1980-07-22 00:00,2100-01-01 00:00,626:UT:SNTL,37.56933,-112.83849,9830.00,Iron,160300010101
Milk Shakes,Complete,2007-05-12 00:00,2100-01-01 00:00,1079:OR:SNTL,45.98210,-117.94883,5580.00,Wallowa,170701020201
Mill-D North,Complete,1988-10-01 00:00,2100-01-01 00:00,628:UT:SNTL,40.65883,-111.63683,8940.00,Salt Lake,160202040201
Mineral Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,629:CO:SNTL,37.84737,-107.72657,10030.00,San Juan,140801040103
Mining Fork,Complete,1988-09-22 00:00,2100-01-01 00:00,631:UT:SNTL,40.49384,-112.61141,8290.00,Tooele,160203040503
Molas Lake,Complete,1985-10-01 00:00,2100-01-01 00:00,632:CO:SNTL,37.74929,-107.68933,10610.00,San Juan,140801040302
Monahan Flat,Complete,1983-10-01 00:00,2100-01-01 00:00,1094:AK:SNTL,63.30464,-147.64883,2690.00,Matanuska-Susitna,190205010304
Monitor Pass,Complete,1990-10-01 00:00,2100-01-01 00:00,633:CA:SNTL,38.66830,-119.60870,8320.00,Alpine,160502010201
Monument Creek,Complete,1979-10-01 00:00,2100-01-01 00:00,949:AK:SNTL,65.07738,-145.87358,1840.00,Fairbanks North Star,190803060402
Monument Peak,Complete,1976-10-01 00:00,2100-01-01 00:00,635:MT:SNTL,45.21759,-110.23700,8740.00,Park,100700020902
Moon Pass,Complete,2008-10-01 00:00,2100-01-01 00:00,1124:CO:SNTL,37.96627,-106.55857,11110.00,Saguache,130100040201
Moore Creek Bridge,Complete,1989-10-01 00:00,2100-01-01 00:00,1176:AK:SNTL,59.58668,-135.19455,2250.00,Skagway,190103030203
Moraine,Complete,2001-10-01 00:00,2100-01-01 00:00,1035:AK:SNTL,61.37727,-148.99917,2010.00,Anchorage,190204010103
Mores Creek Summit,Complete,1978-09-30 00:00,2100-01-01 00:00,637:ID:SNTL,43.93200,-115.66588,6090.00,Boise,170501110503
Mormon Mountain,Complete,1963-01-01 00:00,2100-01-01 00:00,640:AZ:SNTL,34.94141,-111.51864,7490.00,Coconino,150200150201
Mormon Mtn Summit,Complete,2008-06-02 00:00,2100-01-01 00:00,1125:AZ:SNTL,34.96942,-111.50868,8450.00,Coconino,150200150202
Mosby Mtn.,Complete,1978-10-01 00:00,2100-01-01 00:00,643:UT:SNTL,40.60798,-109.88810,9550.00,Uintah,140600100702
Mosquito Ridge,Complete,1978-10-01 00:00,2100-01-01 00:00,645:ID:SNTL,48.05726,-116.23055,5270.00,Shoshone,170103010101
Moss Peak,Complete,1961-04-01 00:00,2100-01-01 00:00,646:MT:SNTL,47.68497,-113.96239,6760.00,Lake,170102080404
Mount Gardner,Complete,1993-10-01 00:00,2100-01-01 00:00,898:WA:SNTL,47.35768,-121.56812,2930.00,King,171100120103
Mount Lockhart,Complete,1968-10-01 00:00,2100-01-01 00:00,649:MT:SNTL,47.91727,-112.82380,6430.00,Teton,100302050102
Mountain Meadows,Complete,1979-10-01 00:00,2100-01-01 00:00,650:ID:SNTL,45.69694,-115.22972,6340.00,Idaho,170603020301
Mt Baldy,Complete,2012-10-01 00:00,2100-01-01 00:00,1224:UT:SNTL,39.13648,-111.50527,9530.00,Sanpete,160300040402
Mt Rose Ski Area,Complete,1980-10-01 00:00,2100-01-01 00:00,652:NV:SNTL,39.31573,-119.89473,8810.00,Washoe,160501020304
Mt. Alyeska,Complete,1971-10-01 00:00,2100-01-01 00:00,1103:AK:SNTL,60.95842,-149.08858,1500.00,Anchorage,190203020702
Mt. Eyak,Complete,2004-10-01 00:00,2100-01-01 00:00,1073:AK:SNTL,60.55648,-145.72201,1450.00,Valdez-Cordova,190202010200
Mt. Howard,Complete,1979-10-01 00:00,2100-01-01 00:00,653:OR:SNTL,45.26514,-117.17377,7840.00,Wallowa,170601050102
Mt. Ryan,Complete,1980-10-01 00:00,2100-01-01 00:00,948:AK:SNTL,65.25113,-146.15133,2750.00,Fairbanks North Star,190803060404
Mud Flat,Complete,1979-10-01 00:00,2100-01-01 00:00,654:ID:SNTL,42.60040,-116.55925,5750.00,Owyhee,170501041401
Munson Ridge,Complete,1979-10-01 00:00,2100-01-01 00:00,950:AK:SNTL,64.85168,-146.21215,3020.00,Fairbanks North Star,190803060602
Myrtle Creek,Complete,2003-10-01 00:00,2100-01-01 00:00,1053:ID:SNTL,48.72263,-116.46312,3540.00,Boundary,170101040701
Nast Lake,Complete,1985-10-01 00:00,2100-01-01 00:00,658:CO:SNTL,39.29695,-106.60786,8710.00,Pitkin,140100040504
Navajo Whiskey Ck,Complete,2009-05-12 00:00,2100-01-01 00:00,1138:NM:SNTL,36.17716,-108.94556,9050.00,San Juan,140802040206
Nenana,Complete,2002-10-01 00:00,2100-01-01 00:00,2081:AK:SNTL,64.68582,-148.91130,370.00,Yukon-Koyukuk,190803090803
Nevada Ridge,Complete,1977-10-01 00:00,2100-01-01 00:00,903:MT:SNTL,46.84234,-112.50787,7030.00,Lewis and Clark,170102030302
Never Summer,Complete,2002-09-01 00:00,2100-01-01 00:00,1031:CO:SNTL,40.40392,-105.95567,10300.00,Jackson,101800010401
New Fork Lake,Complete,1984-10-01 00:00,2100-01-01 00:00,661:WY:SNTL,43.11265,-109.94947,8380.00,Sublette,140401020201
Niwot,Complete,1979-10-01 00:00,2100-01-01 00:00,663:CO:SNTL,40.03581,-105.54520,9940.00,Boulder,101900050401
North Costilla,Complete,1978-10-01 00:00,2100-01-01 00:00,665:NM:SNTL,36.99396,-105.25988,10570.00,Taos,130201010101
North Fork,Complete,1978-10-01 00:00,2100-01-01 00:00,666:OR:SNTL,45.55050,-122.00283,3070.00,Multnomah,170800010503
North Fork Jocko,Complete,1961-04-01 00:00,2100-01-01 00:00,667:MT:SNTL,47.27258,-113.75631,6110.00,Missoula,170102120702
North French Creek,Complete,1962-09-01 00:00,2100-01-01 00:00,668:WY:SNTL,41.33087,-106.37558,10150.00,Carbon,101800020502
North Lost Trail,Complete,1984-10-01 00:00,2100-01-01 00:00,669:CO:SNTL,39.07818,-107.14388,9190.00,Gunnison,140100040703
Nutrioso,Complete,2008-06-02 00:00,2100-01-01 00:00,1127:AZ:SNTL,33.89791,-109.15465,8550.00,Apache,150400040301
Oak Creek,Complete,2010-10-01 00:00,2100-01-01 00:00,1146:UT:SNTL,39.34850,-112.19200,7840.00,Millard,160300051503
Old Battle,Complete,1962-09-01 00:00,2100-01-17 00:00,673:WY:SNTL,41.15426,-106.96926,9850.00,Carbon,101800020901
Onion Park,Complete,1992-10-01 00:00,2100-01-01 00:00,1008:MT:SNTL,46.91348,-110.85360,7420.00,Meagher,100301030801
Overland Res.,Complete,1988-10-01 00:00,2100-01-01 00:00,675:CO:SNTL,39.09035,-107.63583,9890.00,Delta,140200040101
Palisades Tahoe,Complete,1979-10-01 00:00,2100-01-01 00:00,784:CA:SNTL,39.18986,-120.26576,8010.00,Placer,160501020202
Palo,Complete,2010-08-09 00:00,2100-01-01 00:00,1170:NM:SNTL,36.40869,-105.33038,9330.00,Taos,130201010601
Paradise,Complete,1979-10-01 00:00,2100-01-01 00:00,679:WA:SNTL,46.78266,-121.74767,5150.00,Pierce,171100150104
Paradise Hill,Complete,2021-07-21 00:00,2100-01-01 00:00,1301:AK:SNTL,62.83329,-141.40918,2010.00,Southeast Fairbanks,190803010807
Park Cone,Complete,1979-10-01 00:00,2100-01-01 00:00,680:CO:SNTL,38.81982,-106.58962,9600.00,Gunnison,140200010107
Park Reservoir,Complete,1978-10-01 00:00,2100-01-01 00:00,682:CO:SNTL,39.04433,-107.87951,9990.00,Delta,140200050111
Parleys Summit,Complete,1978-10-01 00:00,2100-01-01 00:00,684:UT:SNTL,40.76184,-111.62917,7590.00,Summit,160201020103
Parleys Upper,Complete,2019-08-21 00:00,2100-01-01 00:00,856:UT:SNTL,40.70194,-111.60619,8330.00,Salt Lake,160202040302
Parrish Creek,Complete,1999-10-01 00:00,2100-01-01 00:00,971:UT:SNTL,40.93417,-111.81372,7760.00,Davis,160201020501
Payson R.S.,Complete,1980-06-17 00:00,2100-01-01 00:00,686:UT:SNTL,39.92976,-111.63109,8050.00,Utah,160202020601
Pebble Creek,Complete,2021-06-17 00:00,2100-01-01 00:00,1299:ID:SNTL,42.76740,-112.10648,6520.00,Caribou,170402080206
Pepper Creek,Complete,2007-08-15 00:00,2100-01-01 00:00,1104:WA:SNTL,46.10242,-121.95555,2140.00,Skamania,170800020111
Peterson Meadows,Complete,1965-10-01 00:00,2100-01-01 00:00,930:MT:SNTL,46.12588,-113.30792,7190.00,Granite,170102020101
Phantom Valley,Complete,1979-10-01 00:00,2100-01-01 00:00,688:CO:SNTL,40.39803,-105.84606,9030.00,Grand,140100010302
Phillips Bench,Complete,1976-03-01 00:00,2100-01-01 00:00,689:WY:SNTL,43.51687,-110.91258,8160.00,Teton,170401030504
Pickfoot Creek,Complete,1977-06-01 00:00,2100-01-01 00:00,690:MT:SNTL,46.57969,-111.26812,6680.00,Meagher,100301030501
Pickle Keg,Complete,1978-10-01 00:00,2100-01-01 00:00,691:UT:SNTL,39.01219,-111.58259,9010.00,Sevier,160300030402
Pigtail Peak,Complete,1979-10-01 00:00,2100-01-01 00:00,692:WA:SNTL,46.62153,-121.38643,5800.00,Yakima,170300020301
Pike Creek,Complete,1960-10-01 00:00,2100-01-01 00:00,693:MT:SNTL,48.30305,-113.32868,5930.00,Pondera,100302010103
Pine Creek Pass,Complete,1988-10-01 00:00,2100-01-01 00:00,695:ID:SNTL,43.56998,-111.21157,6710.00,Teton,170402040101
Pinto Rock,Complete,2014-10-01 00:00,2100-01-01 00:00,1263:WA:SNTL,46.32318,-121.94219,4450.00,Skamania,170800040405
Point Mackenzie,Complete,1983-10-01 00:00,2015-08-28 00:00,1002:AK:SNTL,61.38949,-150.02189,220.00,Matanuska-Susitna,190204010805
Poison Flat,Complete,1980-10-01 00:00,2100-01-01 00:00,697:CA:SNTL,38.50576,-119.62624,7730.00,Alpine,160502010102
Pole Canyon,Complete,2013-10-01 00:00,2100-01-01 00:00,1244:NV:SNTL,40.86293,-115.12067,7760.00,Elko,160600071101
Pole Creek R.S.,Complete,1977-02-01 00:00,2100-01-01 00:00,698:NV:SNTL,41.87255,-115.24713,8360.00,Elko,170501021002
Porphyry Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,701:CO:SNTL,38.48864,-106.33967,10790.00,Gunnison,140200030105
Port Graham,Complete,1999-10-01 00:00,2100-01-01 00:00,987:AK:SNTL,59.35065,-151.84768,270.00,Kenai Peninsula,190203011208
Potato Hill,Complete,1980-10-01 00:00,2100-01-01 00:00,702:WA:SNTL,46.34970,-121.51415,4480.00,Yakima,170800040303
Powder Mountain,Complete,2021-07-08 00:00,2100-01-01 00:00,1300:UT:SNTL,41.37428,-111.76673,8490.00,Cache,160102030102
Promontory,Complete,1979-10-01 00:00,2100-01-01 00:00,705:AZ:SNTL,34.36848,-111.01088,7930.00,Coconino,150200080306
Prudhoe Bay,Complete,2002-10-01 00:00,2100-01-01 00:00,1177:AK:SNTL,70.28062,-148.89778,50.00,North Slope,190604010102
Quartz Peak,Complete,1985-10-01 00:00,2100-01-01 00:00,707:WA:SNTL,47.87927,-117.08938,4710.00,Spokane,170103080302
Quemazon,Complete,1979-10-01 00:00,2100-01-01 00:00,708:NM:SNTL,35.92195,-106.39179,9490.00,Los Alamos,130201011303
Rabbit Ears,Complete,1985-10-01 00:00,2100-01-01 00:00,709:CO:SNTL,40.36735,-106.74118,9390.00,Routt,140500010402
Railroad Overpass,Complete,1980-10-01 00:00,2100-01-01 00:00,710:OR:SNTL,43.65887,-122.21272,2680.00,Lane,170900010302
Rainbow Canyon,Complete,2008-10-01 00:00,2100-01-01 00:00,1110:NV:SNTL,36.24930,-115.62972,7840.00,Clark,150100150301
Rawah,Complete,2002-09-01 00:00,2100-01-01 00:00,1032:CO:SNTL,40.70794,-106.00727,9100.00,Jackson,101800010603
Red Hill,Complete,1978-10-01 00:00,2100-01-01 00:00,712:OR:SNTL,45.46430,-121.70428,4410.00,Hood River,170701050505
Red Mountain Pass,Complete,1979-10-01 00:00,2100-01-01 00:00,713:CO:SNTL,37.89168,-107.71389,11050.00,San Juan,140801040103
Red Pine Ridge,Complete,1978-10-01 00:00,2100-01-01 00:00,714:UT:SNTL,39.45197,-111.27221,8990.00,Emery,140600090202
Red River Pass #2,Complete,1978-10-01 00:00,2100-01-01 00:00,715:NM:SNTL,36.69935,-105.34145,9840.00,Taos,130201010301
Reno Hill,Complete,1979-10-01 00:00,2100-01-01 00:00,716:WY:SNTL,42.57089,-106.08969,8410.00,Natrona,101800070901
Rhoads Creek,Complete,1986-10-01 00:00,2017-02-16 00:00,1178:AK:SNTL,63.93100,-145.33333,1230.00,Southeast Fairbanks,190803031305
Rice Park,Complete,1998-08-10 00:00,2100-01-01 00:00,933:NM:SNTL,35.23658,-108.27404,8480.00,Cibola,130202070203
Rio Santa Barbara,Complete,2013-09-24 00:00,2100-01-01 00:00,1254:NM:SNTL,36.07196,-105.62949,10640.00,Taos,130201010905
Ripple Creek,Complete,1985-10-01 00:00,2100-01-01 00:00,717:CO:SNTL,40.10844,-107.29383,10340.00,Rio Blanco,140500050102
Roach,Complete,1979-10-01 00:00,2100-01-01 00:00,718:CO:SNTL,40.87498,-106.04675,9710.00,Larimer,101800100106
Roaring River,Complete,1979-10-01 00:00,2100-01-01 00:00,719:OR:SNTL,43.90098,-122.03063,4960.00,Lane,170900040302
Rocker Peak,Complete,1967-10-01 00:00,2100-01-01 00:00,722:MT:SNTL,46.35613,-112.26176,7960.00,Jefferson,100200060302
Rocky Basin-Settleme,Complete,1980-06-10 00:00,2100-01-01 00:00,723:UT:SNTL,40.44293,-112.22377,8700.00,Tooele,160203040401
Rocky Boy,Complete,1967-10-01 00:00,2100-01-01 00:00,917:MT:SNTL,48.17478,-109.64728,4730.00,Hill,100500040101
Rough And Tumble,Complete,1998-08-10 00:00,2100-01-01 00:00,939:CO:SNTL,39.02611,-106.08063,10420.00,Park,101900010202
Rubicon #2,Complete,1980-10-01 00:00,2100-01-01 00:00,724:CA:SNTL,38.99927,-120.13139,7570.00,El Dorado,160501010402
S Fork Shields,Complete,1978-10-01 00:00,2100-01-01 00:00,725:MT:SNTL,46.08963,-110.43367,8090.00,Park,100700030301
Sacajawea,Complete,1999-09-30 00:00,2100-01-01 00:00,929:MT:SNTL,45.87395,-110.92783,6610.00,Gallatin,100700030403
Saddle Mtn.,Complete,1967-10-01 00:00,2100-01-01 00:00,727:MT:SNTL,45.69259,-113.96828,7890.00,Beaverhead,170102050502
Sage Creek Basin,Complete,2001-10-01 00:00,2100-01-01 00:00,1015:WY:SNTL,41.40107,-107.25740,7830.00,Carbon,101800020802
Sagwon,Complete,1982-10-01 00:00,2100-01-01 00:00,1183:AK:SNTL,69.42417,-148.69250,1000.00,North Slope,190604010905
Saint Elmo,Complete,2007-08-30 00:00,2100-01-01 00:00,1100:CO:SNTL,38.69985,-106.36805,10420.00,Chaffee,110200010501
Salmon Meadows,Complete,1979-10-01 00:00,2100-01-01 00:00,728:WA:SNTL,48.65518,-119.83830,4460.00,Okanogan,170200062003
Salt Creek Falls,Complete,1979-10-01 00:00,2100-01-01 00:00,729:OR:SNTL,43.61193,-122.11758,4220.00,Lane,170900010301
Salt River Summit,Complete,1959-10-01 00:00,2100-01-01 00:00,730:WY:SNTL,42.50750,-110.90990,7630.00,Lincoln,170401050101
San Antonio Sink,Complete,2011-07-14 00:00,2100-01-01 00:00,1172:NM:SNTL,36.85967,-106.22657,9120.00,Rio Arriba,130100050301
Sand Lake,Complete,1979-10-01 00:00,2100-01-01 00:00,731:WY:SNTL,41.46250,-106.28100,10080.00,Carbon,101800040101
Sandstone RS,Complete,1984-10-01 00:00,2100-01-01 00:00,732:WY:SNTL,41.11179,-107.17043,8150.00,Carbon,140500030208
Santa Fe,Complete,1996-10-01 00:00,2100-01-01 00:00,922:NM:SNTL,35.77154,-105.78487,11480.00,Santa Fe,130202010102
Sargents Mesa,Complete,2008-10-01 00:00,2100-01-01 00:00,1128:CO:SNTL,38.28560,-106.37085,11490.00,Saguache,130100040306
Savage Pass,Complete,1982-10-01 00:00,2100-01-01 00:00,735:ID:SNTL,46.46633,-114.63333,6170.00,Idaho,170603030208
Sawtooth,Complete,2014-09-23 00:00,2100-01-01 00:00,1251:CO:SNTL,40.13632,-105.58486,9640.00,Boulder,101900050102
Schofield Pass,Complete,1984-10-01 00:00,2100-01-01 00:00,737:CO:SNTL,39.01467,-107.04933,10640.00,Gunnison,140100040701
Scotch Creek,Complete,1985-10-01 00:00,2100-01-01 00:00,739:CO:SNTL,37.64562,-108.00833,9160.00,Dolores,140300020204
Secesh Summit,Complete,1979-10-01 00:00,2100-01-01 00:00,740:ID:SNTL,45.18848,-115.97152,6520.00,Valley,170501230101
Sedgwick Peak,Complete,1988-10-01 00:00,2100-01-01 00:00,741:ID:SNTL,42.52463,-111.95632,7800.00,Bannock,170402080209
Seeley Creek,Complete,1978-10-18 00:00,2100-01-01 00:00,742:UT:SNTL,39.31042,-111.43297,9900.00,Sanpete,140600090203
Senorita Divide #2,Complete,1979-10-01 00:00,2100-01-01 00:00,744:NM:SNTL,36.00152,-106.83408,8560.00,Rio Arriba,130202020102
Seventysix Creek,Complete,1978-10-01 00:00,2100-01-01 00:00,746:NV:SNTL,41.73732,-115.47215,7360.00,Elko,170501020108
Shanghi Summit,Complete,1982-10-01 00:00,2100-01-01 00:00,747:ID:SNTL,46.56603,-115.74216,4590.00,Clearwater,170603060402
Sharkstooth,Complete,2004-10-01 00:00,2100-01-01 00:00,1060:CO:SNTL,37.50356,-108.11405,10730.00,Montezuma,140300020206
Sheep Mtn.,Complete,1978-10-01 00:00,2100-01-01 00:00,749:ID:SNTL,43.21030,-111.68792,6630.00,Bingham,170402050304
Sheldon,Complete,1988-10-01 00:00,2100-01-01 00:00,750:NV:SNTL,41.90435,-119.44464,5860.00,Washoe,171200080106
Shuree,Complete,2010-08-09 00:00,2100-01-01 00:00,1169:NM:SNTL,36.78765,-105.23920,10080.00,Taos,130201010102
Sierra Blanca,Complete,2002-09-30 00:00,2100-01-01 00:00,1034:NM:SNTL,33.40682,-105.79467,10250.00,Lincoln,130600080103
Signal Peak,Complete,1978-10-01 00:00,2100-01-01 00:00,755:NM:SNTL,32.92342,-108.14546,8390.00,Grant,150400010803
Silver Creek,Complete,1979-10-01 00:00,2100-01-01 00:00,756:OR:SNTL,42.95615,-121.18123,5750.00,Lake,171200050206
Silver Creek Divide,Complete,1978-10-01 00:00,2100-01-01 00:00,757:NM:SNTL,33.36960,-108.70711,9080.00,Catron,150400040605
